2012-10-25T19:15:14.803+00:00|1099513951081|186.185.207.207|Chrome|About Diosdado Macapagal, cond distrAbout Nicholas I of Russia, as I was bAbout What a|87
2012-10-25T19:15:27.458+00:00|1099513951089|27.129.252.78|Firefox|no|2
2012-10-31T06:49:47.666+00:00|1099513951098|41.204.114.74|Firefox|duh|3
2012-10-07T12:08:52.094+00:00|1099513951107|13.1.24.193|Firefox|About Pope Leo XIII, lian comital family, was theAbout Duchy of Spoleto, pendent D|82
2012-10-08T04:03:25.565+00:00|1099513951116|24.79.208.26|Firefox|About George Orwell, term Orwellian—a bAbout Our Favourite Shop, simism is countereAb|85
2012-10-30T23:35:47.825+00:00|1099513951125|41.204.114.74|Firefox|About Dmitry Medvedev, e Leader oAbout George Michael, the 40th mAbout Brad|75
2012-10-18T14:27:41.008+00:00|1099513951134|41.216.75.176|Safari|fine|4
2012-11-23T22:57:58.336+00:00|1168233427879|192.160.128.117|Chrome|yes|3
2012-10-08T09:48:46.691+00:00|1099513951153|19.225.60.161|Firefox|About Diosdado Macapagal, gresswoman from seAbout Carl Linnaeus, e foundations for Abo|86
2012-11-04T22:05:52.170+00:00|1099513951161|41.217.248.15|Chrome|I see|5
2012-10-08T19:16:14.931+00:00|1099513951188|187.178.21.186|Chrome|thanks|6
2012-10-08T02:35:45.765+00:00|1099513951197|14.0.6.255|Firefox|About Victor Hugo, h a committAbout Diosdado Macapagal, esswoman frAbout Tony Blair, la|87
2012-10-08T12:53:34.301+00:00|1099513951206|24.138.78.240|Chrome|right|5
2012-10-08T17:53:24.726+00:00|1099513951215|24.35.245.11|Chrome|cool|4
2012-10-07T04:44:15.291+00:00|1099513951224|24.30.26.198|Internet Explorer|cool|4
2012-10-07T10:10:11.119+00:00|1099513951242|64.46.24.69|Chrome|right|5
2012-10-25T14:56:26.258+00:00|1099513951260|200.0.81.218|Chrome|roflol|6
2012-10-07T12:48:52.879+00:00|1099513951277|143.54.229.19|Firefox|LOL|3
2012-11-05T03:40:39.231+00:00|1099513951490|1.28.6.48|Firefox|yes|3
2012-04-16T12:11:41.127+00:00|893355521290|41.222.21.97|Firefox|About Stephen Fry, ce, during whicAbout Gerald Ford, , U.S. involvemAbout Miles Davis|85
2012-04-17T05:16:41.423+00:00|893355521299|41.222.21.97|Firefox|About Indira Gandhi, ster of India for thAbout Philip II of Spain, ht of stature and roAbout Rod Stewart, 6 top ten singles inAbout Dean M|138
2012-09-28T17:36:35.089+00:00|1099513951525|193.104.224.252|Opera|I see|5
2012-09-09T12:44:28.519+00:00|1099513951534|62.93.169.198|Firefox|great|5
2012-11-16T15:37:45.919+00:00|1168233428278|62.140.108.188|Firefox|thx|3
2012-10-29T09:26:50.276+00:00|1099513951551|31.130.164.2|Internet Explorer|roflol|6
2012-04-11T02:41:15.119+00:00|893355521361|31.134.181.96|Chrome|cool|4
2012-09-20T18:59:37.834+00:00|1099513951578|27.109.91.114|Firefox|LOL|3
2012-03-19T21:59:47.597+00:00|893355521379|85.107.146.124|Chrome|About Parthian Empire, Republic. Rome and Parthia competed with each other|75
2012-03-07T21:39:04.278+00:00|824636044651|49.194.208.50|Internet Explorer|About Ptolemy, hich he attempted to adapt horoscopic astrology to the Aristot|77
2012-11-06T18:35:13.256+00:00|1099513951606|62.12.112.179|Chrome|great|5
2012-07-01T12:52:35.790+00:00|962074998153|31.130.164.2|Internet Explorer|maybe|5
2012-04-21T04:45:34.171+00:00|893355521427|91.209.173.54|Firefox|thx|3
2012-06-09T18:04:20.047+00:00|962074998173|14.192.155.101|Internet Explorer|About Pope Pius X, oadcastsAbout Lord Byron, ish librAbout David Cameron, ed the CAbo|85
2012-11-01T08:56:23.300+00:00|1099513951654|91.213.80.227|Firefox|cool|4
2012-05-04T16:58:02.498+00:00|893355521456|193.34.198.27|Opera|About Neil Gaiman, c books, graphic novels, audio theatre andAbout Everything Is Wr|83
2012-06-16T06:46:28.203+00:00|962074998211|2.165.195.16|Internet Explorer|no|2
2012-04-20T16:05:48.390+00:00|893355521485|49.194.208.50|Internet Explorer|I see|5
2012-06-20T18:26:26.867+00:00|962074998230|1.4.4.139|Chrome|About Slavoj Žižek,  York City radio show DemocracAbout Woodrow Wilson, December 28, 1856 – February 3About Nordic countries, ordic countries (but e|148
2012-10-15T05:36:28.753+00:00|1099513951711|204.79.198.237|Internet Explorer|great|5
2012-10-17T20:51:17.363+00:00|1099513951737|148.204.139.123|Firefox|good|4
2012-10-18T05:59:06.823+00:00|1099513951745|50.99.145.157|Opera|About Mughal Empire, e rule was restricted to the city of Delhi, was imprison|77
2012-07-30T06:26:15.164+00:00|1030794475018|31.216.4.116|Chrome|no|2
2012-06-29T18:06:31.174+00:00|962074998299|41.138.53.137|Firefox|no|2
2012-06-24T13:03:00.447+00:00|962074998317|46.18.77.202|Firefox|good|4
2012-06-22T21:40:38.403+00:00|962074998326|101.209.151.210|Firefox|cool|4
2012-10-14T08:21:15.660+00:00|1099513951807|46.19.95.76|Internet Explorer|About Francis I of France, y of Suleiman the MagniAbout Grant Morrison, ll as his success|89
2012-06-21T15:35:18.672+00:00|962074998345|41.57.59.44|Chrome|thx|3
2012-04-20T20:50:10.448+00:00|893355521627|31.222.79.241|Chrome|cool|4
2012-11-06T07:18:49.443+00:00|1099513951844|31.170.121.115|Internet Explorer|thx|3
2012-06-10T16:14:22.274+00:00|962074998381|189.90.235.197|Internet Explorer|I see|5
2012-06-22T08:29:13.852+00:00|962074998390|103.1.138.245|Safari|About Wolfgang Amadeus Mozart, sons. MoAbout Robert Burns, contribuAbout T. S. Eliot, 1|87
2012-05-17T18:54:01.143+00:00|962074998399|46.19.95.76|Internet Explorer|no way!|7
2012-11-03T03:35:22.791+00:00|1099513952101|101.53.43.10|Firefox|About Socrates,  forced them to flee. This attack, in which About French Fifth Republic|87
2012-11-03T10:16:40.418+00:00|1099513952109|182.236.112.100|Chrome|ok|2
2012-10-21T16:47:18.179+00:00|1099513952118|1.185.149.175|Chrome|cool|4
2012-11-03T09:32:45.638+00:00|1099513952127|101.53.43.10|Firefox|yes|3
2012-11-03T11:29:50.849+00:00|1099513952135|49.50.11.70|Firefox|right|5
2012-10-04T17:54:14.520+00:00|1099513952143|14.21.27.232|Chrome|I see|5
2012-11-24T09:57:48.039+00:00|1168233429002|46.21.0.249|Internet Explorer|About The Mind Is a Terrible Thing to Taste, aste is the fourth studio album by|79
2012-06-27T03:11:01.711+00:00|962074998802|62.201.35.152|Firefox|About Principality of Serbia, r Serbia. Vlastimir of Serbia defeated the Bulgar|80
2012-10-08T21:47:48.348+00:00|1099513952283|110.44.128.164|Firefox|right|5
2012-10-30T00:31:06.967+00:00|1099513952300|31.187.102.82|Firefox|good|4
2012-05-10T23:55:36.175+00:00|962074998836|84.41.40.144|Firefox|yes|3
2012-08-10T19:57:27.728+00:00|1030794475581|62.201.35.152|Firefox|I see|5
2012-11-15T17:14:19.822+00:00|1168233429070|31.30.113.220|Firefox|thanks|6
2012-09-17T02:34:21.871+00:00|1099513952342|161.24.86.198|Firefox|right|5
2012-10-12T22:11:37.483+00:00|1099513952351|183.182.106.131|Firefox|About Shania Twain, me. It has sold more thanAbout Sean Combs, s and then|74
2012-11-10T10:25:13.891+00:00|1168233429096|41.76.137.54|Firefox|About Songs of Leonard Cohen, is the 1967 debut album of Canadian musician Leonard Cohe|87
2012-11-10T00:23:13.629+00:00|1168233429104|41.204.141.12|Chrome|good|4
2012-05-24T22:42:42.881+00:00|962074998905|197.18.18.47|Internet Explorer|thx|3
2012-09-06T16:12:42.794+00:00|1030794475658|1.185.204.46|Chrome|About Tim McGraw,  tour in country music history, and one of the top five among all ge|86
2012-11-08T23:34:27.945+00:00|1168233429138|80.243.174.169|Internet Explorer|maybe|5
2012-11-20T19:27:19.046+00:00|1168233429181|1.10.3.89|Safari|great|5
2012-11-21T18:47:28.811+00:00|1168233429189|31.43.44.61|Opera|About John Peel, r popular feature of his shows was the annual Festive Fifty countdow|85
2012-08-21T03:05:36.371+00:00|1030794475726|89.107.248.116|Chrome|fine|4
2012-04-07T03:47:29.030+00:00|893355522262|204.79.200.15|Firefox|great|5
2012-07-17T16:33:10.355+00:00|1030794475743|204.79.171.128|Firefox|LOL|3
2012-04-08T14:29:24.582+00:00|893355522288|197.18.18.47|Internet Explorer|maybe|5
2012-08-27T03:49:21.560+00:00|1030794475768|27.2.0.118|Firefox|fine|4
2012-06-26T00:38:22.623+00:00|962074999041|2.206.181.191|Firefox|LOL|3
2012-11-18T12:50:12.729+00:00|1168233429257|194.153.85.158|Internet Explorer|About Shania Twain, nd the best-selling country albAbout Bulgaria, ehistoric cultures bega|90
2012-09-10T20:26:12.680+00:00|1099513952530|31.192.216.56|Firefox|About Shania Twain, remiered on the OWN on May 8, 2011. She receivAbout Riddle Box, ll, wh|90
2012-11-25T15:49:48.035+00:00|1168233429283|31.43.44.61|Opera|good|4
2012-11-26T08:36:37.026+00:00|1168233429291|41.76.142.9|Safari|About Edward III of England, of his father, Edward II, Edward III weAbout Di|76
2012-08-10T05:59:51.766+00:00|1030794475828|80.106.69.55|Chrome|no way!|7
2012-10-25T22:42:46.892+00:00|1099513952615|82.137.54.250|Chrome|right|5
2012-10-25T06:33:06.135+00:00|1099513952623|41.190.231.38|Chrome|I see|5
2012-11-25T11:10:04.156+00:00|1168233429385|110.44.128.164|Firefox|thanks|6
2012-11-25T15:36:27.770+00:00|1168233429393|41.76.137.54|Firefox|no|2
2012-11-17T17:09:01.070+00:00|1168233429402|198.176.224.34|Firefox|ok|2
2012-11-18T05:59:39.314+00:00|1168233429410|2.206.181.191|Firefox|About Shania Twain, g sales of at least 10 miAbout Theme from New York, Ne|74
2012-04-26T01:52:56.665+00:00|893355522475|41.76.140.219|Safari|About Turkey, e Yucatán Peninsula. Turkeys are classed in the taxonomic order of Galliformes. Within this order they are relatives of the grou|142
2012-10-26T23:10:48.494+00:00|1099513952691|27.106.207.99|Firefox|no way!|7
2012-10-15T20:16:02.579+00:00|1099513952717|83.174.60.103|Internet Explorer|LOL|3
2012-10-27T09:46:20.094+00:00|1099513952734|204.79.146.79|Firefox|About Shania Twain, n in any genre, and the best-selling country album of aAbout Time Well Wasted, bonus tra|108
2012-10-13T16:34:09.239+00:00|1099513952759|13.16.117.182|Internet Explorer|ok|2
2012-10-28T18:11:49.397+00:00|1099513952802|31.194.154.215|Chrome|fine|4
2012-10-04T21:42:55.467+00:00|1099513952810|83.174.60.103|Internet Explorer|roflol|6
2012-11-26T15:11:21.077+00:00|1168233429563|49.156.52.246|Internet Explorer|About Arthur Wellesley, 1st Duke of Wellington, He remained CAbout H. P. Lo|75
2012-03-18T06:11:10.516+00:00|893355522628|143.108.48.151|Chrome|I see|5
2012-04-09T19:16:39.480+00:00|893355522637|62.201.35.152|Firefox|maybe|5
2012-10-27T01:43:27.859+00:00|1099513952880|27.106.207.99|Firefox|duh|3
2012-09-10T11:16:17.227+00:00|1099513952897|27.54.224.14|Internet Explorer|fine|4
2012-10-26T19:46:22.267+00:00|1099513952906|27.106.207.99|Firefox|right|5
2012-08-11T16:01:00.393+00:00|1030794476178|159.16.101.111|Chrome|roflol|6
2012-07-24T12:07:25.992+00:00|1030794476196|46.28.112.18|Firefox|good|4
2012-11-15T21:29:03.467+00:00|1168233429676|31.220.137.8|Chrome|cool|4
2012-10-08T15:47:50.142+00:00|1099513952958|46.232.174.232|Firefox|duh|3
2012-11-27T19:39:00.066+00:00|1168233429702|46.28.80.20|Internet Explorer|LOL|3
2012-08-31T21:33:36.741+00:00|1030794476239|202.61.123.171|Internet Explorer|LOL|3
2012-04-08T09:14:49.523+00:00|893355522776|62.1.61.54|Chrome|yes|3
2012-02-19T16:12:50.515+00:00|824636046049|62.1.61.54|Chrome|right|5
2012-10-28T15:11:35.568+00:00|1099513953010|80.106.69.55|Chrome|roflol|6
2012-11-21T08:19:14.850+00:00|1168233429755|1.10.3.89|Safari|roflol|6
2012-08-29T01:42:05.947+00:00|1030794476291|27.116.33.97|Safari|cool|4
2012-05-13T16:42:39.402+00:00|962074999582|27.24.18.3|Firefox|About Che Guevara, president and instrAbout Mobutu Sese Seko,  Democratic R|75
2012-09-27T02:44:33.897+00:00|1099513953071|202.43.125.76|Internet Explorer|cool|4
2012-07-12T11:25:43.856+00:00|1030794476344|31.24.159.175|Firefox|About Mobutu Sese Seko, s Zaire for muchAbout Jean-Luc Godard, ical views. Hi|77
2012-09-07T02:02:02.087+00:00|1030794476352|1.185.204.46|Chrome|no|2
2012-05-29T18:53:05.523+00:00|962074999634|31.231.64.10|Chrome|About Mobutu Sese Seko, tober 1930 – 7About J. R. R. Tolkien, Literature theAbout M|83
2012-07-24T18:45:27.995+00:00|1030794476378|2.206.181.191|Firefox|About Jefferson Davis, sippi. As a senAbout Henry Mancini, r, conductor anAbout Higher|87
2012-05-13T17:12:02.603+00:00|962074999651|27.24.18.3|Firefox|yes|3
2012-08-21T23:16:18.624+00:00|1030794476396|116.212.48.99|Firefox|no|2
2012-02-24T06:15:44.923+00:00|824636046196|41.74.47.235|Chrome|thanks|6
2012-08-11T03:22:53.665+00:00|1030794476413|190.13.141.179|Firefox|thx|3
2012-09-29T18:00:40.965+00:00|1099513953158|27.126.142.4|Chrome|About Ludwig Wittgenstein, he philosophy of mindAbout John Mayer, rding artist,|80
2012-09-30T00:16:43.834+00:00|1099513953166|31.170.115.136|Firefox|great|5
2012-07-12T07:11:04.575+00:00|1030794476439|31.24.159.175|Firefox|no|2
2012-11-18T03:22:55.380+00:00|1168233429928|31.177.125.198|Internet Explorer|About Neil Gaiman,  novelsAbout Christopher Lee, n in fiAbout Martin Scorsese|77
2012-10-11T14:14:34.996+00:00|1099513953331|49.50.11.70|Firefox|About Behind Blue Eyes, song by English rock band The About Douglas Adams, that sold ov|87
2012-11-28T13:59:08.334+00:00|1168233430187|101.78.18.74|Internet Explorer|About Els Callens,  Roost-Monami. She retired on Wednesday 2About Nicolas Cage,|80
2012-06-01T17:59:19.615+00:00|962074999989|31.200.226.8|Internet Explorer|ok|2
2012-05-15T04:01:55.665+00:00|962075000149|109.233.197.33|Firefox|ok|2
2012-10-29T20:06:55.634+00:00|1099513953630|27.50.9.57|Opera|thanks|6
2012-09-16T11:17:37.323+00:00|1099513953639|59.165.223.95|Safari|yes|3
2012-09-18T02:29:38.548+00:00|1099513953647|186.31.215.24|Internet Explorer|About Che Guevara, ce Che GuAbout Khalid Sheikh Mohammed, ency of PAbout E|74
2012-11-15T17:14:46.070+00:00|1168233430392|186.102.171.159|Firefox|ok|2
2012-09-16T16:55:08.597+00:00|1099513953664|195.22.231.13|Chrome|About Jack Kirby, erally About James Stewart, areer aAbout Jay Leno,  to hos|76
2012-09-16T12:00:40.310+00:00|1099513953673|190.132.145.31|Firefox|About Khalid Sheikh Mohammed, ld Trade CenteAbout The Real Slim Shady, The Real Sli|83
2012-10-29T19:20:26.706+00:00|1099513953681|27.50.9.57|Opera|right|5
2012-10-02T03:06:11.235+00:00|1099513953727|31.44.50.109|Internet Explorer|About John Wesley, manner to George Whitefield. In contrast to George Whitefield's Cal|86
2012-10-02T06:37:22.176+00:00|1099513953735|202.50.52.43|Chrome|About John Wesley, ng the Methodist movement which began when he tookAbout George III of the United|99
2012-08-12T01:28:01.005+00:00|1030794477054|14.1.6.61|Firefox|About Upper Canada, onial territory for the next fifty years of growth and se|77
2012-10-20T17:06:37.474+00:00|1099513953799|186.102.171.159|Firefox|About J. R. R. Tolkien, e of the genre. This has caused Tolkien to beAbout Tommy the Cat|88
2012-11-01T22:12:30.086+00:00|1099513953825|61.16.249.246|Internet Explorer|cool|4
2012-11-05T18:20:18.457+00:00|1099513953976|103.1.80.105|Internet Explorer|right|5
2012-11-14T22:07:49.086+00:00|1168233430721|186.64.7.5|Firefox|fine|4
2012-11-18T13:46:02.891+00:00|1168233430739|119.2.59.176|Firefox|About J. R. R. Tolkien,  of the genre. This has caused TolkienAbout Mary,|74
2012-11-19T06:54:03.009+00:00|1168233430755|190.93.132.155|Firefox|About Tom Cruise, rst leading role was in the film Risky Business, released in Augus|84
2012-07-15T10:22:54.314+00:00|1030794477292|1.4.15.96|Safari|About Waiting in Vain, song written by reggae musician Bob Marley and recorded by Bob Ma|88
2012-09-27T03:31:29.348+00:00|1099513954037|192.136.43.79|Firefox|About J. R. R. Tolkien,  members of the informal literary discussion grAbout H. P. Lovecraft, tes, Lovecraft—as with Edgar Allan Poe in th|138
2012-11-23T18:21:34.285+00:00|1168233430782|103.3.82.225|Firefox|roflol|6
2012-11-23T02:18:01.854+00:00|1168233430790|175.107.25.99|Firefox|great|5
2012-08-23T03:20:45.634+00:00|1030794477346|77.240.35.27|Internet Explorer|fine|4
2012-08-23T12:42:33.926+00:00|1030794477354|186.64.7.5|Firefox|good|4
2012-05-05T13:35:21.960+00:00|893355523891|89.28.26.115|Internet Explorer|no|2
2012-09-03T14:32:09.265+00:00|1030794477388|61.16.249.246|Internet Explorer|no way!|7
2012-11-06T00:27:09.237+00:00|1099513954160|103.1.80.105|Internet Explorer|About J. R. R. Tolkien, the Rings form a connected body of tales, poemAbout Electric Ladyl|90
2012-08-29T01:01:29.284+00:00|1030794477549|175.107.25.99|Firefox|yes|3
2012-06-23T23:31:05.623+00:00|962075000822|196.207.234.38|Internet Explorer|yes|3
2012-11-12T02:01:32.188+00:00|1168233431058|190.2.29.231|Firefox|roflol|6
2012-10-21T18:11:49.976+00:00|1099513954357|49.128.171.99|Firefox|cool|4
2012-10-10T20:52:30.892+00:00|1099513954392|111.223.189.220|Chrome|About Johann Sebastian Bach, ntatas, chorales, partitas, passions, and organ works. Bach wasAbout Frederick II, Holy Roman E|124
2012-10-11T16:17:59.369+00:00|1099513954400|46.41.239.89|Firefox|About Enter Sandman,  copies for Metallica and propelling Metallica to worldwid|79
2012-10-11T18:54:08.050+00:00|1099513954409|41.190.237.219|Internet Explorer|About The Kick Inside, The Alan Parsons Project, and David GiAbout Lay Lady|75
2012-10-10T07:47:11.217+00:00|1099513954426|46.174.150.224|Internet Explorer|LOL|3
2012-10-11T01:38:18.680+00:00|1099513954434|46.174.150.224|Internet Explorer|great|5
2012-10-18T00:23:21.055+00:00|1099513954544|27.151.102.116|Chrome|About Robert Burns, cal studies of chemical reactions. He was awarded the Nobel Prize|85
2012-11-15T10:34:38.654+00:00|1168233431305|14.152.9.28|Internet Explorer|About Guyana, n Nations Cup in 1991, coming fourth, and in 2007. Guyana has never qualifi|89
2012-09-17T02:59:55.573+00:00|1099513954586|1.4.3.4|Firefox|About Iran, ition in international energy security and world economy as a result of|84
2012-10-17T19:52:27.625+00:00|1099513954594|27.151.102.116|Chrome|no way!|7
2012-11-15T21:24:20.098+00:00|1168233431364|14.152.9.28|Internet Explorer|yes|3
2012-10-11T01:18:34.274+00:00|1099513954636|14.105.55.29|Firefox|maybe|5
2012-08-29T04:33:13.172+00:00|1030794477920|14.131.103.8|Chrome|no|2
2012-06-17T21:08:18.796+00:00|962075001204|161.148.5.22|Chrome|thanks|6
2012-11-06T21:06:50.692+00:00|1099513954685|27.103.1.34|Internet Explorer|duh|3
2012-09-20T08:18:56.658+00:00|1099513954813|213.55.127.9|Internet Explorer|maybe|5
2012-08-21T21:11:08.763+00:00|1030794478086|41.153.161.111|Internet Explorer|About Mohandas Karamchand Gandhi, l time. Asked to give a message to the people, he|84
2012-08-09T20:41:08.954+00:00|1030794478095|213.55.127.9|Internet Explorer|About Mughal Empire, mir in the north to the Kaveri basin in thAbout Mozambique, di|83
2012-08-05T02:15:56.597+00:00|1030794478104|31.169.117.68|Internet Explorer|cool|4
2012-08-05T02:26:00.766+00:00|1030794478112|213.55.127.9|Internet Explorer|ok|2
2012-08-21T21:05:32.295+00:00|1030794478121|41.153.161.111|Internet Explorer|maybe|5
2012-08-05T21:47:31.466+00:00|1030794478129|192.160.111.235|Internet Explorer|About David Cameron, ense negotiations, Cameron About Saint Patrick, anting them citizenship, paAbout Bruce Lee, rs' Enter the Dragon (1973)About Moses, the|156
2012-08-27T06:06:33.403+00:00|1030794478138|186.10.124.36|Internet Explorer|thanks|6
2012-08-06T14:49:23.141+00:00|1030794478146|213.55.127.9|Internet Explorer|thanks|6
2012-10-31T20:51:16.010+00:00|1099513954893|189.201.245.8|Opera|yes|3
2012-07-14T03:13:27.463+00:00|1030794478166|189.203.196.171|Firefox|I see|5
2012-08-17T02:45:54.668+00:00|1030794478175|124.158.52.149|Firefox|thanks|6
2012-11-01T01:52:46.620+00:00|1099513954920|189.201.245.8|Opera|About Ivan Ljubičić, t and strongly voiced his opinion on mAbout Where Are|74
2012-05-06T14:50:08.051+00:00|893355524917|196.201.30.226|Chrome|cool|4
2012-08-30T15:18:13.185+00:00|1030794478398|195.43.18.9|Firefox|About Hassan II of Morocco, – July 23, 1999About Orson Welles, r critically acAbout Ted|88
2012-11-13T04:04:03.383+00:00|1168233431986|204.79.198.237|Internet Explorer|thanks|6
2012-09-22T10:07:33.346+00:00|1099513955258|196.203.200.52|Chrome|thanks|6
2012-11-28T15:56:35.824+00:00|1168233432093|1.2.2.59|Chrome|About Rembrandt,  States. The population was 2About Winston Churchill, the lead in warning about NazAbout James Cook, dwide have been dedicated to About Sarah Palin,  the 2|172
2012-11-10T16:50:04.086+00:00|1168233432106|204.79.198.237|Internet Explorer|no|2
2012-09-14T22:12:11.901+00:00|1099513955386|204.79.148.6|Firefox|ok|2
2012-11-04T13:51:40.214+00:00|1099513955512|61.1.29.25|Internet Explorer|About Nagorno-Karabakh, zed state established on the basis of theAbout I Can See|80
2012-09-27T08:47:55.105+00:00|1099513955537|189.39.100.120|Firefox|About Fyodor Dostoyevsky, drich Nietzsche and SigmunAbout Jerry Lewis, 1946|75
2012-11-10T08:51:36.509+00:00|1168233432282|187.115.162.120|Chrome|no|2
2012-10-11T03:33:13.225+00:00|1099513955554|200.0.86.172|Internet Explorer|About Franz Schubert, tic era in music and he remains one of the About Malta, ulated|84
2012-04-03T23:56:03.725+00:00|893355525355|13.1.24.193|Firefox|right|5
2012-08-26T07:39:10.426+00:00|1030794478836|143.108.178.52|Chrome|ok|2
2012-10-24T19:07:37.060+00:00|1099513955580|200.0.86.187|Firefox|ok|2
2012-10-09T13:01:11.654+00:00|1099513955606|27.98.6.26|Firefox|About Say My Name, of their signature songs. The song won awards for Best R&B Per|81
2012-10-09T13:07:10.089+00:00|1099513955614|31.24.65.179|Internet Explorer|roflol|6
2012-10-12T06:37:46.154+00:00|1099513955623|200.0.87.40|Internet Explorer|LOL|3
2012-11-06T02:13:50.368+00:00|1099513955631|1.29.222.57|Internet Explorer|thx|3
2012-11-05T20:31:38.613+00:00|1099513955641|1.29.222.57|Internet Explorer|About George Washington, nd training. In battle, hoAbout North Vietnam,  The North Vietnam nationaAbout Trampled Under Foot, r 1975 album Physical Graf|151
2012-08-04T23:46:43.884+00:00|1030794478914|115.84.182.31|Chrome|About Ehud Olmert, he Fatah-lAbout Mikhail Gorbachev, ber of theAbout Aldous Huxley, er 19|90
2012-08-04T10:52:26.289+00:00|1030794478922|14.134.15.85|Chrome|About Harold Pinter, ears. His About Will.i.am, Jr. (born About Bob Dole, nford DoleAb|86
2012-08-01T07:48:40.691+00:00|1030794478931|200.0.87.40|Internet Explorer|thx|3
2012-08-05T19:40:04.475+00:00|1030794478940|198.58.11.203|Chrome|About Ehud Olmert,  eight terms), About David Hume,  Scottish philoAbout Jack Kerouac,|86
2012-08-05T01:41:56.475+00:00|1030794478949|13.1.24.193|Firefox|LOL|3
2012-09-10T20:57:49.444+00:00|1099513955693|192.231.117.227|Chrome|About Louis XIV of France,  son Louis, About Ehud Olmert, hontours', 'About C|77
2012-08-05T01:28:45.604+00:00|1030794478966|143.106.80.2|Chrome|duh|3
2012-09-10T18:19:09.335+00:00|1099513955711|192.231.117.227|Chrome|right|5
2012-10-24T04:30:05.100+00:00|1099513955728|200.0.87.40|Internet Explorer|About Ashoka, witnessinAbout Ehud Olmert,  Knesset,About Count Basie, 929 he joAbout Alg|88
2012-10-25T13:36:21.380+00:00|1099513955737|27.106.204.156|Chrome|duh|3
2012-08-05T03:22:45.231+00:00|1030794479010|115.42.94.38|Chrome|About Charlemagne, ome. His About Ehud Olmert, re approvAbout Charlie Chaplin, me the moAb|90
2012-11-04T09:26:02.276+00:00|1099513955754|198.12.38.156|Firefox|About Charlemagne, ather in About George Frideric Handel, adition. About Ehud Olmert,|86
2012-11-05T06:28:26.222+00:00|1099513955772|1.29.222.57|Internet Explorer|no|2
2012-09-27T19:24:25.344+00:00|1099513955789|202.131.85.210|Firefox|About Marcus Aurelius, d was suppresAbout Hassan II of Morocco, King Hassa|74
